"predator_id","prey_id","quality_code","source"
"SP022","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP001",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP002",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP003",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP004",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP005",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP006",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP007",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP008",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP009",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP010",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP011",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP012",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP013",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP014",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP015",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP016",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP017",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP018",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP019",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP020",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP260",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP023","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP001",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP002",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP003",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP004",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP005",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP006",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP007",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP008",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP009",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP010",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP011",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP012",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP013",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP014",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP015",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP016",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP017",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP018",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP019",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP020",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP024","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP025","SP001",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP025","SP005",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP025","SP006",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP025","SP017",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP025","SP018",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP025","SP019",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP025","SP260",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP025","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP026","SP260",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP027","SP023",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP027","SP024",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP027","SP034",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP027","SP260",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP027","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP028","SP022",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP028","SP260",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP028","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP029","SP260",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP029","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP030","SP029",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP030","SP260",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP030","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP031","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP032","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP033","SP260",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP033","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP034","SP260",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP035","SP034",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP035","SP035",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP035","SP260",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP036","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP037","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP038","SP022",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP038","SP023",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP038","SP024",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP038","SP025",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP038","SP026",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP038","SP027",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP038","SP028",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP038","SP029",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP038","SP030",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP038","SP031",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP038","SP032",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP038","SP260",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP038","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP039","SP022",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP039","SP027",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP039","SP028",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP039","SP260",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP039","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP040","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP041","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP042","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP043","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP044","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP044","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP045","SP022",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP045","SP023",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP045","SP024",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP045","SP025",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP045","SP026",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP045","SP027",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP045","SP028",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP045","SP029",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP045","SP030",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP045","SP031",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP045","SP032",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP045","SP034",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP045","SP035",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP045","SP045",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP045","SP046",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP046","SP022",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP046","SP023",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP046","SP024",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP046","SP025",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP046","SP026",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP046","SP027",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP047","SP028",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP048","SP260",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP048","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP048","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP066","SP260",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP066","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP066","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP067","SP260",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP067","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP067","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP049",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP050",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP051",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP052",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP053",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP054",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP055",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP056",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP057",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP058",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP059",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP060",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP061",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP062",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP063",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP064",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP065",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP068","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP069","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP069","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP070","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP070","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP071","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP072","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP072","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP073","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP074","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP075","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP076","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP076","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP077","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP077","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP078","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP078","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP079","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP079","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP080","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP080","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP081","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP081","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP082","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP082","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP083","SP066",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP083","SP067",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP083","SP068",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP083","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP084","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP084","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP049",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP050",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP051",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP052",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP053",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP054",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP055",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP056",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP057",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP058",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP059",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP060",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP061",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP062",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP063",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP064",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP065",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP066",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP067",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP134",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP135",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP136",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP137",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP138",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP139",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP140",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP141",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP142",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP143",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP207",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP208",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP209",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP210",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP211",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP212",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP213",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP214",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP215",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP216",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP217",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP085","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP086","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP086","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP087","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP087","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP088","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP088","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP089","SP022",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP089","SP026",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP089","SP031",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP089","SP032",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP089","SP033",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP089","SP035",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP089","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP090","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP090","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP091","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP091","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP092","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP092","SP262",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP093","SP261",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP094","SP022",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
"SP094","SP023",1,"Farage et al. 2021; Jacob et al. 2011; Cirtwill & Eklöf 2018"
