"predator_id","prey_id","quality_code","source"
"SP022","SP006",1,"Frelat et al. 2022"
"SP024","SP006",1,"Frelat et al. 2022"
"SP001","SP006",1,"Frelat et al. 2022"
"SP015","SP006",1,"Frelat et al. 2022"
"SP009","SP006",1,"Frelat et al. 2022"
"SP020","SP006",1,"Frelat et al. 2022"
"SP016","SP006",1,"Frelat et al. 2022"
"SP002","SP007",1,"Frelat et al. 2022"
"SP003","SP007",1,"Frelat et al. 2022"
"SP022","SP007",1,"Frelat et al. 2022"
"SP001","SP007",1,"Frelat et al. 2022"
"SP015","SP007",1,"Frelat et al. 2022"
"SP009","SP007",1,"Frelat et al. 2022"
"SP020","SP007",1,"Frelat et al. 2022"
"SP016","SP007",1,"Frelat et al. 2022"
"SP025","SP025",1,"Frelat et al. 2022"
"SP001","SP025",1,"Frelat et al. 2022"
"SP015","SP025",1,"Frelat et al. 2022"
"SP009","SP025",1,"Frelat et al. 2022"
"SP020","SP025",1,"Frelat et al. 2022"
"SP016","SP025",1,"Frelat et al. 2022"
"SP008","SP026",1,"Frelat et al. 2022"
"SP002","SP026",1,"Frelat et al. 2022"
"SP026","SP026",1,"Frelat et al. 2022"
"SP027","SP026",1,"Frelat et al. 2022"
"SP001","SP026",1,"Frelat et al. 2022"
"SP008","SP038",1,"Frelat et al. 2022"
"SP002","SP038",1,"Frelat et al. 2022"
"SP028","SP038",1,"Frelat et al. 2022"
"SP001","SP038",1,"Frelat et al. 2022"
"SP001","SP039",1,"Frelat et al. 2022"
"SP001","SP040",1,"Frelat et al. 2022"
"SP020","SP040",1,"Frelat et al. 2022"
"SP016","SP040",1,"Frelat et al. 2022"
"SP001","SP041",1,"Frelat et al. 2022"
"SP020","SP041",1,"Frelat et al. 2022"
"SP001","SP104",1,"Frelat et al. 2022"
"SP020","SP104",1,"Frelat et al. 2022"
"SP016","SP108",1,"Frelat et al. 2022"
"SP028","SP042",1,"Frelat et al. 2022"
"SP025","SP042",1,"Frelat et al. 2022"
"SP029","SP042",1,"Frelat et al. 2022"
"SP030","SP042",1,"Frelat et al. 2022"
"SP031","SP042",1,"Frelat et al. 2022"
"SP016","SP042",1,"Frelat et al. 2022"
"SP008","SP043",1,"Frelat et al. 2022"
"SP017","SP043",1,"Frelat et al. 2022"
"SP002","SP043",1,"Frelat et al. 2022"
"SP032","SP043",1,"Frelat et al. 2022"
"SP033","SP043",1,"Frelat et al. 2022"
"SP028","SP043",1,"Frelat et al. 2022"
"SP034","SP043",1,"Frelat et al. 2022"
"SP035","SP043",1,"Frelat et al. 2022"
"SP036","SP043",1,"Frelat et al. 2022"
"SP037","SP043",1,"Frelat et al. 2022"
"SP003","SP043",1,"Frelat et al. 2022"
"SP004","SP043",1,"Frelat et al. 2022"
"SP005","SP043",1,"Frelat et al. 2022"
"SP006","SP043",1,"Frelat et al. 2022"
"SP007","SP043",1,"Frelat et al. 2022"
"SP025","SP043",1,"Frelat et al. 2022"
"SP026","SP043",1,"Frelat et al. 2022"
"SP038","SP043",1,"Frelat et al. 2022"
"SP039","SP043",1,"Frelat et al. 2022"
"SP040","SP043",1,"Frelat et al. 2022"
"SP041","SP043",1,"Frelat et al. 2022"
"SP042","SP043",1,"Frelat et al. 2022"
"SP043","SP043",1,"Frelat et al. 2022"
"SP044","SP043",1,"Frelat et al. 2022"
"SP045","SP043",1,"Frelat et al. 2022"
"SP046","SP043",1,"Frelat et al. 2022"
"SP047","SP043",1,"Frelat et al. 2022"
"SP048","SP043",1,"Frelat et al. 2022"
"SP049","SP043",1,"Frelat et al. 2022"
"SP050","SP043",1,"Frelat et al. 2022"
"SP051","SP043",1,"Frelat et al. 2022"
"SP052","SP043",1,"Frelat et al. 2022"
"SP053","SP043",1,"Frelat et al. 2022"
"SP054","SP043",1,"Frelat et al. 2022"
"SP055","SP043",1,"Frelat et al. 2022"
"SP056","SP043",1,"Frelat et al. 2022"
"SP057","SP043",1,"Frelat et al. 2022"
"SP058","SP043",1,"Frelat et al. 2022"
"SP059","SP043",1,"Frelat et al. 2022"
"SP060","SP043",1,"Frelat et al. 2022"
"SP061","SP043",1,"Frelat et al. 2022"
"SP062","SP043",1,"Frelat et al. 2022"
"SP063","SP043",1,"Frelat et al. 2022"
"SP064","SP043",1,"Frelat et al. 2022"
"SP065","SP043",1,"Frelat et al. 2022"
"SP066","SP043",1,"Frelat et al. 2022"
"SP067","SP043",1,"Frelat et al. 2022"
"SP068","SP043",1,"Frelat et al. 2022"
"SP069","SP043",1,"Frelat et al. 2022"
"SP070","SP043",1,"Frelat et al. 2022"
"SP071","SP043",1,"Frelat et al. 2022"
"SP072","SP043",1,"Frelat et al. 2022"
"SP073","SP043",1,"Frelat et al. 2022"
"SP074","SP043",1,"Frelat et al. 2022"
"SP075","SP043",1,"Frelat et al. 2022"
"SP076","SP043",1,"Frelat et al. 2022"
"SP077","SP043",1,"Frelat et al. 2022"
"SP078","SP043",1,"Frelat et al. 2022"
"SP079","SP043",1,"Frelat et al. 2022"
"SP080","SP043",1,"Frelat et al. 2022"
"SP081","SP043",1,"Frelat et al. 2022"
"SP082","SP043",1,"Frelat et al. 2022"
"SP022","SP043",1,"Frelat et al. 2022"
"SP024","SP043",1,"Frelat et al. 2022"
"SP083","SP043",1,"Frelat et al. 2022"
"SP084","SP043",1,"Frelat et al. 2022"
"SP085","SP043",1,"Frelat et al. 2022"
"SP018","SP043",1,"Frelat et al. 2022"
"SP019","SP043",1,"Frelat et al. 2022"
"SP029","SP043",1,"Frelat et al. 2022"
"SP030","SP043",1,"Frelat et al. 2022"
"SP086","SP043",1,"Frelat et al. 2022"
"SP027","SP043",1,"Frelat et al. 2022"
"SP087","SP043",1,"Frelat et al. 2022"
"SP021","SP043",1,"Frelat et al. 2022"
"SP013","SP043",1,"Frelat et al. 2022"
"SP088","SP043",1,"Frelat et al. 2022"
"SP089","SP043",1,"Frelat et al. 2022"
"SP023","SP043",1,"Frelat et al. 2022"
"SP010","SP043",1,"Frelat et al. 2022"
"SP011","SP043",1,"Frelat et al. 2022"
"SP012","SP043",1,"Frelat et al. 2022"
"SP090","SP043",1,"Frelat et al. 2022"
"SP091","SP043",1,"Frelat et al. 2022"
"SP092","SP043",1,"Frelat et al. 2022"
"SP093","SP043",1,"Frelat et al. 2022"
"SP014","SP043",1,"Frelat et al. 2022"
"SP031","SP043",1,"Frelat et al. 2022"
"SP094","SP043",1,"Frelat et al. 2022"
"SP095","SP043",1,"Frelat et al. 2022"
"SP096","SP043",1,"Frelat et al. 2022"
"SP097","SP043",1,"Frelat et al. 2022"
"SP098","SP043",1,"Frelat et al. 2022"
"SP099","SP043",1,"Frelat et al. 2022"
"SP100","SP043",1,"Frelat et al. 2022"
"SP101","SP043",1,"Frelat et al. 2022"
"SP008","SP044",1,"Frelat et al. 2022"
"SP017","SP044",1,"Frelat et al. 2022"
"SP002","SP044",1,"Frelat et al. 2022"
"SP032","SP044",1,"Frelat et al. 2022"
"SP033","SP044",1,"Frelat et al. 2022"
"SP028","SP044",1,"Frelat et al. 2022"
"SP034","SP044",1,"Frelat et al. 2022"
"SP035","SP044",1,"Frelat et al. 2022"
"SP036","SP044",1,"Frelat et al. 2022"
"SP037","SP044",1,"Frelat et al. 2022"
"SP003","SP044",1,"Frelat et al. 2022"
"SP004","SP044",1,"Frelat et al. 2022"
"SP005","SP044",1,"Frelat et al. 2022"
"SP006","SP044",1,"Frelat et al. 2022"
"SP007","SP044",1,"Frelat et al. 2022"
"SP025","SP044",1,"Frelat et al. 2022"
"SP026","SP044",1,"Frelat et al. 2022"
"SP038","SP044",1,"Frelat et al. 2022"
"SP039","SP044",1,"Frelat et al. 2022"
"SP042","SP044",1,"Frelat et al. 2022"
"SP043","SP044",1,"Frelat et al. 2022"
"SP044","SP044",1,"Frelat et al. 2022"
"SP045","SP044",1,"Frelat et al. 2022"
"SP046","SP044",1,"Frelat et al. 2022"
"SP047","SP044",1,"Frelat et al. 2022"
"SP048","SP044",1,"Frelat et al. 2022"
"SP053","SP044",1,"Frelat et al. 2022"
"SP054","SP044",1,"Frelat et al. 2022"
"SP055","SP044",1,"Frelat et al. 2022"
"SP056","SP044",1,"Frelat et al. 2022"
"SP057","SP044",1,"Frelat et al. 2022"
"SP058","SP044",1,"Frelat et al. 2022"
"SP059","SP044",1,"Frelat et al. 2022"
"SP060","SP044",1,"Frelat et al. 2022"
"SP061","SP044",1,"Frelat et al. 2022"
"SP062","SP044",1,"Frelat et al. 2022"
"SP063","SP044",1,"Frelat et al. 2022"
"SP065","SP044",1,"Frelat et al. 2022"
"SP102","SP044",1,"Frelat et al. 2022"
"SP069","SP044",1,"Frelat et al. 2022"
"SP070","SP044",1,"Frelat et al. 2022"
"SP071","SP044",1,"Frelat et al. 2022"
"SP072","SP044",1,"Frelat et al. 2022"
"SP074","SP044",1,"Frelat et al. 2022"
"SP076","SP044",1,"Frelat et al. 2022"
"SP077","SP044",1,"Frelat et al. 2022"
"SP080","SP044",1,"Frelat et al. 2022"
"SP081","SP044",1,"Frelat et al. 2022"
"SP082","SP044",1,"Frelat et al. 2022"
"SP022","SP044",1,"Frelat et al. 2022"
"SP083","SP044",1,"Frelat et al. 2022"
"SP085","SP044",1,"Frelat et al. 2022"
"SP018","SP044",1,"Frelat et al. 2022"
"SP019","SP044",1,"Frelat et al. 2022"
"SP029","SP044",1,"Frelat et al. 2022"
"SP030","SP044",1,"Frelat et al. 2022"
"SP086","SP044",1,"Frelat et al. 2022"
"SP087","SP044",1,"Frelat et al. 2022"
"SP021","SP044",1,"Frelat et al. 2022"
"SP013","SP044",1,"Frelat et al. 2022"
"SP088","SP044",1,"Frelat et al. 2022"
"SP089","SP044",1,"Frelat et al. 2022"
"SP023","SP044",1,"Frelat et al. 2022"
"SP010","SP044",1,"Frelat et al. 2022"
"SP011","SP044",1,"Frelat et al. 2022"
"SP012","SP044",1,"Frelat et al. 2022"
"SP090","SP044",1,"Frelat et al. 2022"
"SP091","SP044",1,"Frelat et al. 2022"
"SP092","SP044",1,"Frelat et al. 2022"
"SP014","SP044",1,"Frelat et al. 2022"
"SP031","SP044",1,"Frelat et al. 2022"
"SP094","SP044",1,"Frelat et al. 2022"
"SP095","SP044",1,"Frelat et al. 2022"
"SP096","SP044",1,"Frelat et al. 2022"
"SP097","SP044",1,"Frelat et al. 2022"
"SP098","SP044",1,"Frelat et al. 2022"
"SP099","SP044",1,"Frelat et al. 2022"
"SP100","SP044",1,"Frelat et al. 2022"
"SP101","SP044",1,"Frelat et al. 2022"
"SP008","SP045",1,"Frelat et al. 2022"
"SP017","SP045",1,"Frelat et al. 2022"
"SP002","SP045",1,"Frelat et al. 2022"
"SP032","SP045",1,"Frelat et al. 2022"
"SP033","SP045",1,"Frelat et al. 2022"
"SP034","SP045",1,"Frelat et al. 2022"
"SP035","SP045",1,"Frelat et al. 2022"
"SP036","SP045",1,"Frelat et al. 2022"
"SP037","SP045",1,"Frelat et al. 2022"
"SP003","SP045",1,"Frelat et al. 2022"
"SP004","SP045",1,"Frelat et al. 2022"
"SP005","SP045",1,"Frelat et al. 2022"
"SP007","SP045",1,"Frelat et al. 2022"
"SP025","SP045",1,"Frelat et al. 2022"
"SP026","SP045",1,"Frelat et al. 2022"
"SP038","SP045",1,"Frelat et al. 2022"
"SP039","SP045",1,"Frelat et al. 2022"
"SP040","SP045",1,"Frelat et al. 2022"
"SP041","SP045",1,"Frelat et al. 2022"
"SP042","SP045",1,"Frelat et al. 2022"
"SP043","SP045",1,"Frelat et al. 2022"
"SP044","SP045",1,"Frelat et al. 2022"
"SP046","SP045",1,"Frelat et al. 2022"
"SP048","SP045",1,"Frelat et al. 2022"
"SP049","SP045",1,"Frelat et al. 2022"
"SP051","SP045",1,"Frelat et al. 2022"
"SP052","SP045",1,"Frelat et al. 2022"
"SP053","SP045",1,"Frelat et al. 2022"
"SP055","SP045",1,"Frelat et al. 2022"
"SP056","SP045",1,"Frelat et al. 2022"
"SP057","SP045",1,"Frelat et al. 2022"
"SP058","SP045",1,"Frelat et al. 2022"
"SP059","SP045",1,"Frelat et al. 2022"
"SP060","SP045",1,"Frelat et al. 2022"
"SP061","SP045",1,"Frelat et al. 2022"
"SP062","SP045",1,"Frelat et al. 2022"
"SP063","SP045",1,"Frelat et al. 2022"
"SP065","SP045",1,"Frelat et al. 2022"
"SP066","SP045",1,"Frelat et al. 2022"
"SP067","SP045",1,"Frelat et al. 2022"
"SP102","SP045",1,"Frelat et al. 2022"
"SP068","SP045",1,"Frelat et al. 2022"
"SP069","SP045",1,"Frelat et al. 2022"
"SP070","SP045",1,"Frelat et al. 2022"
"SP071","SP045",1,"Frelat et al. 2022"
"SP072","SP045",1,"Frelat et al. 2022"
"SP074","SP045",1,"Frelat et al. 2022"
"SP078","SP045",1,"Frelat et al. 2022"
"SP079","SP045",1,"Frelat et al. 2022"
"SP080","SP045",1,"Frelat et al. 2022"
"SP081","SP045",1,"Frelat et al. 2022"
"SP082","SP045",1,"Frelat et al. 2022"
"SP022","SP045",1,"Frelat et al. 2022"
"SP084","SP045",1,"Frelat et al. 2022"
"SP019","SP045",1,"Frelat et al. 2022"
"SP086","SP045",1,"Frelat et al. 2022"
"SP103","SP045",1,"Frelat et al. 2022"
"SP021","SP045",1,"Frelat et al. 2022"
"SP013","SP045",1,"Frelat et al. 2022"
"SP089","SP045",1,"Frelat et al. 2022"
"SP023","SP045",1,"Frelat et al. 2022"
"SP010","SP045",1,"Frelat et al. 2022"
"SP011","SP045",1,"Frelat et al. 2022"
"SP012","SP045",1,"Frelat et al. 2022"
"SP090","SP045",1,"Frelat et al. 2022"
"SP091","SP045",1,"Frelat et al. 2022"
"SP092","SP045",1,"Frelat et al. 2022"
"SP014","SP045",1,"Frelat et al. 2022"
"SP031","SP045",1,"Frelat et al. 2022"
"SP094","SP045",1,"Frelat et al. 2022"
"SP095","SP045",1,"Frelat et al. 2022"
"SP097","SP045",1,"Frelat et al. 2022"
"SP098","SP045",1,"Frelat et al. 2022"
"SP100","SP045",1,"Frelat et al. 2022"
"SP008","SP046",1,"Frelat et al. 2022"
"SP017","SP046",1,"Frelat et al. 2022"
"SP002","SP046",1,"Frelat et al. 2022"
"SP032","SP046",1,"Frelat et al. 2022"
"SP028","SP046",1,"Frelat et al. 2022"
"SP034","SP046",1,"Frelat et al. 2022"
"SP035","SP046",1,"Frelat et al. 2022"
"SP003","SP046",1,"Frelat et al. 2022"
"SP004","SP046",1,"Frelat et al. 2022"
"SP005","SP046",1,"Frelat et al. 2022"
"SP007","SP046",1,"Frelat et al. 2022"
"SP025","SP046",1,"Frelat et al. 2022"
"SP038","SP046",1,"Frelat et al. 2022"
"SP039","SP046",1,"Frelat et al. 2022"
"SP040","SP046",1,"Frelat et al. 2022"
"SP041","SP046",1,"Frelat et al. 2022"
"SP104","SP046",1,"Frelat et al. 2022"
"SP042","SP046",1,"Frelat et al. 2022"
"SP043","SP046",1,"Frelat et al. 2022"
"SP044","SP046",1,"Frelat et al. 2022"
"SP045","SP046",1,"Frelat et al. 2022"
"SP046","SP046",1,"Frelat et al. 2022"
"SP047","SP046",1,"Frelat et al. 2022"
"SP048","SP046",1,"Frelat et al. 2022"
"SP051","SP046",1,"Frelat et al. 2022"
"SP053","SP046",1,"Frelat et al. 2022"
"SP054","SP046",1,"Frelat et al. 2022"
"SP055","SP046",1,"Frelat et al. 2022"
"SP057","SP046",1,"Frelat et al. 2022"
"SP058","SP046",1,"Frelat et al. 2022"
"SP059","SP046",1,"Frelat et al. 2022"
"SP060","SP046",1,"Frelat et al. 2022"
"SP062","SP046",1,"Frelat et al. 2022"
"SP063","SP046",1,"Frelat et al. 2022"
"SP065","SP046",1,"Frelat et al. 2022"
"SP066","SP046",1,"Frelat et al. 2022"
"SP069","SP046",1,"Frelat et al. 2022"
"SP072","SP046",1,"Frelat et al. 2022"
"SP073","SP046",1,"Frelat et al. 2022"
"SP074","SP046",1,"Frelat et al. 2022"
"SP075","SP046",1,"Frelat et al. 2022"
"SP080","SP046",1,"Frelat et al. 2022"
"SP081","SP046",1,"Frelat et al. 2022"
"SP082","SP046",1,"Frelat et al. 2022"
"SP022","SP046",1,"Frelat et al. 2022"
"SP019","SP046",1,"Frelat et al. 2022"
"SP086","SP046",1,"Frelat et al. 2022"
"SP089","SP046",1,"Frelat et al. 2022"
"SP090","SP046",1,"Frelat et al. 2022"
"SP091","SP046",1,"Frelat et al. 2022"
"SP014","SP046",1,"Frelat et al. 2022"
"SP031","SP046",1,"Frelat et al. 2022"
"SP094","SP046",1,"Frelat et al. 2022"
"SP095","SP046",1,"Frelat et al. 2022"
"SP097","SP046",1,"Frelat et al. 2022"
"SP098","SP046",1,"Frelat et al. 2022"
"SP100","SP046",1,"Frelat et al. 2022"
"SP008","SP047",1,"Frelat et al. 2022"
"SP017","SP047",1,"Frelat et al. 2022"
"SP032","SP047",1,"Frelat et al. 2022"
"SP028","SP047",1,"Frelat et al. 2022"
"SP034","SP047",1,"Frelat et al. 2022"
"SP035","SP047",1,"Frelat et al. 2022"
"SP036","SP047",1,"Frelat et al. 2022"
"SP003","SP047",1,"Frelat et al. 2022"
"SP004","SP047",1,"Frelat et al. 2022"
"SP005","SP047",1,"Frelat et al. 2022"
"SP007","SP047",1,"Frelat et al. 2022"
"SP025","SP047",1,"Frelat et al. 2022"
"SP039","SP047",1,"Frelat et al. 2022"
"SP047","SP047",1,"Frelat et al. 2022"
"SP058","SP047",1,"Frelat et al. 2022"
"SP091","SP047",1,"Frelat et al. 2022"
"SP031","SP047",1,"Frelat et al. 2022"
"SP001","SP047",1,"Frelat et al. 2022"
"SP020","SP047",1,"Frelat et al. 2022"
"SP016","SP047",1,"Frelat et al. 2022"
"SP008","SP048",1,"Frelat et al. 2022"
"SP017","SP048",1,"Frelat et al. 2022"
"SP002","SP048",1,"Frelat et al. 2022"
"SP032","SP048",1,"Frelat et al. 2022"
"SP033","SP048",1,"Frelat et al. 2022"
"SP028","SP048",1,"Frelat et al. 2022"
"SP034","SP048",1,"Frelat et al. 2022"
"SP035","SP048",1,"Frelat et al. 2022"
"SP036","SP048",1,"Frelat et al. 2022"
"SP003","SP048",1,"Frelat et al. 2022"
"SP004","SP048",1,"Frelat et al. 2022"
"SP005","SP048",1,"Frelat et al. 2022"
"SP007","SP048",1,"Frelat et al. 2022"
"SP025","SP048",1,"Frelat et al. 2022"
"SP026","SP048",1,"Frelat et al. 2022"
"SP038","SP048",1,"Frelat et al. 2022"
"SP039","SP048",1,"Frelat et al. 2022"
"SP048","SP048",1,"Frelat et al. 2022"
"SP053","SP048",1,"Frelat et al. 2022"
"SP054","SP048",1,"Frelat et al. 2022"
"SP056","SP048",1,"Frelat et al. 2022"
"SP057","SP048",1,"Frelat et al. 2022"
"SP058","SP048",1,"Frelat et al. 2022"
"SP070","SP048",1,"Frelat et al. 2022"
"SP023","SP048",1,"Frelat et al. 2022"
"SP091","SP048",1,"Frelat et al. 2022"
"SP031","SP048",1,"Frelat et al. 2022"
"SP097","SP048",1,"Frelat et al. 2022"
"SP008","SP049",1,"Frelat et al. 2022"
"SP017","SP049",1,"Frelat et al. 2022"
"SP002","SP049",1,"Frelat et al. 2022"
"SP028","SP049",1,"Frelat et al. 2022"
"SP003","SP049",1,"Frelat et al. 2022"
"SP004","SP049",1,"Frelat et al. 2022"
"SP005","SP049",1,"Frelat et al. 2022"
"SP007","SP049",1,"Frelat et al. 2022"
"SP025","SP049",1,"Frelat et al. 2022"
"SP039","SP049",1,"Frelat et al. 2022"
"SP056","SP049",1,"Frelat et al. 2022"
"SP057","SP049",1,"Frelat et al. 2022"
"SP058","SP049",1,"Frelat et al. 2022"
"SP091","SP049",1,"Frelat et al. 2022"
"SP008","SP050",1,"Frelat et al. 2022"
"SP017","SP050",1,"Frelat et al. 2022"
"SP002","SP050",1,"Frelat et al. 2022"
"SP028","SP050",1,"Frelat et al. 2022"
"SP003","SP050",1,"Frelat et al. 2022"
"SP004","SP050",1,"Frelat et al. 2022"
"SP005","SP050",1,"Frelat et al. 2022"
"SP007","SP050",1,"Frelat et al. 2022"
"SP025","SP050",1,"Frelat et al. 2022"
"SP039","SP050",1,"Frelat et al. 2022"
"SP043","SP050",1,"Frelat et al. 2022"
"SP044","SP050",1,"Frelat et al. 2022"
"SP045","SP050",1,"Frelat et al. 2022"
"SP046","SP050",1,"Frelat et al. 2022"
"SP047","SP050",1,"Frelat et al. 2022"
"SP048","SP050",1,"Frelat et al. 2022"
"SP050","SP050",1,"Frelat et al. 2022"
"SP057","SP050",1,"Frelat et al. 2022"
"SP058","SP050",1,"Frelat et al. 2022"
"SP065","SP050",1,"Frelat et al. 2022"
"SP071","SP050",1,"Frelat et al. 2022"
"SP075","SP050",1,"Frelat et al. 2022"
"SP091","SP050",1,"Frelat et al. 2022"
"SP017","SP051",1,"Frelat et al. 2022"
"SP025","SP051",1,"Frelat et al. 2022"
"SP042","SP051",1,"Frelat et al. 2022"
"SP043","SP051",1,"Frelat et al. 2022"
"SP044","SP051",1,"Frelat et al. 2022"
"SP045","SP051",1,"Frelat et al. 2022"
"SP046","SP051",1,"Frelat et al. 2022"
"SP047","SP051",1,"Frelat et al. 2022"
"SP048","SP051",1,"Frelat et al. 2022"
"SP049","SP051",1,"Frelat et al. 2022"
"SP053","SP051",1,"Frelat et al. 2022"
"SP054","SP051",1,"Frelat et al. 2022"
"SP056","SP051",1,"Frelat et al. 2022"
"SP057","SP051",1,"Frelat et al. 2022"
"SP058","SP051",1,"Frelat et al. 2022"
"SP060","SP051",1,"Frelat et al. 2022"
"SP061","SP051",1,"Frelat et al. 2022"
"SP062","SP051",1,"Frelat et al. 2022"
"SP063","SP051",1,"Frelat et al. 2022"
"SP065","SP051",1,"Frelat et al. 2022"
"SP069","SP051",1,"Frelat et al. 2022"
"SP070","SP051",1,"Frelat et al. 2022"
"SP071","SP051",1,"Frelat et al. 2022"
"SP031","SP051",1,"Frelat et al. 2022"
"SP003","SP052",1,"Frelat et al. 2022"
"SP026","SP052",1,"Frelat et al. 2022"
"SP038","SP052",1,"Frelat et al. 2022"
"SP042","SP052",1,"Frelat et al. 2022"
"SP043","SP052",1,"Frelat et al. 2022"
"SP044","SP052",1,"Frelat et al. 2022"
"SP045","SP052",1,"Frelat et al. 2022"
"SP047","SP052",1,"Frelat et al. 2022"
"SP048","SP052",1,"Frelat et al. 2022"
"SP049","SP052",1,"Frelat et al. 2022"
"SP050","SP052",1,"Frelat et al. 2022"
"SP051","SP052",1,"Frelat et al. 2022"
"SP052","SP052",1,"Frelat et al. 2022"
"SP053","SP052",1,"Frelat et al. 2022"
"SP054","SP052",1,"Frelat et al. 2022"
"SP056","SP052",1,"Frelat et al. 2022"
"SP057","SP052",1,"Frelat et al. 2022"
"SP058","SP052",1,"Frelat et al. 2022"
"SP060","SP052",1,"Frelat et al. 2022"
"SP062","SP052",1,"Frelat et al. 2022"
"SP063","SP052",1,"Frelat et al. 2022"
"SP065","SP052",1,"Frelat et al. 2022"
"SP066","SP052",1,"Frelat et al. 2022"
"SP067","SP052",1,"Frelat et al. 2022"
"SP102","SP052",1,"Frelat et al. 2022"
"SP069","SP052",1,"Frelat et al. 2022"
"SP070","SP052",1,"Frelat et al. 2022"
"SP072","SP052",1,"Frelat et al. 2022"
"SP075","SP052",1,"Frelat et al. 2022"
"SP076","SP052",1,"Frelat et al. 2022"
"SP105","SP052",1,"Frelat et al. 2022"
"SP078","SP052",1,"Frelat et al. 2022"
"SP079","SP052",1,"Frelat et al. 2022"
"SP084","SP052",1,"Frelat et al. 2022"
"SP031","SP052",1,"Frelat et al. 2022"
"SP028","SP053",1,"Frelat et al. 2022"
"SP053","SP053",1,"Frelat et al. 2022"
"SP020","SP053",1,"Frelat et al. 2022"
"SP016","SP053",1,"Frelat et al. 2022"
"SP045","SP054",1,"Frelat et al. 2022"
"SP053","SP054",1,"Frelat et al. 2022"
"SP054","SP054",1,"Frelat et al. 2022"
"SP020","SP054",1,"Frelat et al. 2022"
"SP017","SP055",1,"Frelat et al. 2022"
"SP032","SP055",1,"Frelat et al. 2022"
"SP034","SP055",1,"Frelat et al. 2022"
"SP037","SP055",1,"Frelat et al. 2022"
"SP003","SP055",1,"Frelat et al. 2022"
"SP004","SP055",1,"Frelat et al. 2022"
"SP005","SP055",1,"Frelat et al. 2022"
"SP007","SP055",1,"Frelat et al. 2022"
"SP025","SP055",1,"Frelat et al. 2022"
"SP043","SP055",1,"Frelat et al. 2022"
"SP047","SP055",1,"Frelat et al. 2022"
"SP078","SP055",1,"Frelat et al. 2022"
"SP086","SP055",1,"Frelat et al. 2022"
"SP087","SP055",1,"Frelat et al. 2022"
"SP103","SP055",1,"Frelat et al. 2022"
"SP021","SP055",1,"Frelat et al. 2022"
